char	chai	code	pinyin	zijiset	encode
𧡥	龷八巳見	DnIsDpCv		CJK-B	didc
𧡦	𠂤廾見	RoDyCv	kuí	CJK-B	rdcv
𧡧	宀見	EiFpCv		CJK-B	efcv
𧡨	日見	RhKqCv	tí	CJK-B	rkcv
𧡩	爫一𠂇又見	PuYaLuBjCv	huǎn	CJK-B	pylc
𧡪	㇗見	WnIsLfCv	dān_dàn	CJK-B	wilc
𧡫	癶一大見	IsYaVuCv	guì_kuì	CJK-B	iyvc
𧡬	舟彡見	OvWyCv	chēn	CJK-B	owcv
𧡭	見日一止	CvRhYaPe		CJK-B	cryp
𧡮	木目見	IeXnCv	shǎng	CJK-B	ixcv
𧡯	月矢見	XtNvCv	jì	CJK-B	xncv
𧡰	日一止見	RhYaPeCv		CJK-B	rypc
𧡱	音見	HnCv		CJK-B	hcvn
𧡲	丶日見	FdHcRhCv		CJK-B	fhrc
𧡳	爫句見	PuWmCv		CJK-B	pwcv
𧡴	束丷見	FyNwCv	liàn	CJK-B	fncv
𧡵	大耳見	VuWiCv	kān	CJK-B	vwcv
𧡶	日生見	RhOuCv	shèng	CJK-B	rocv
𧡷	見缶	CvXtFp		CJK-B	cxfp
𧡸	見	SjCv	dōu	CJK-B	scvj
𧡹	⺊囗人②㇗見	UrXvJsKzLfCv	yóu	CJK-B	uxjc
𧡺	老日見	MoRhCv	qí	CJK-B	mrcv
𧡻	囗一自見	XvYaFgCv		CJK-B	xyfc
𧡼	臣火見	SpLcCv	xiǎo	CJK-B	slcv
𧡽	來刀見	HvFjCv		CJK-B	hfcv
𧡾	爫缶見	PuFpCv		CJK-B	pfcv
𧡿	立未見	OwGoCv		CJK-B	ogcv
𧢀	覀木見	AgIeCv		CJK-B	aicv
𧢁	見辰寸	CvUeDl		CJK-B	cudl
𧢂	匸矢殳見	AoNvFoCv	yì	CJK-B	anfc
𧢃	女見	JfRhWuCv	lóu	CJK-B	jrwc
𧢄	覀示見	AgLdCv		CJK-B	alcv
𧢅	見②心	CvKzQm		CJK-B	ckqm
𧢆	㇏臼見	FdHcVmCv	chuāng	CJK-B	fhvc
𧢇	羽白見	KwTkCv		CJK-B	ktcv
𧢈	門口見	QgBlCv		CJK-B	qbcv
𧢉	爫隹見	PuOdCv		CJK-B	pocv
𧢊	見谷欠	CvHfLs		CJK-B	chls
𧢋	羽人彡見	KwJsWyCv	lào	CJK-B	kjwc
𧢌	自冫十見	FgQuQuSrCv	gāo	CJK-B	fqqc
𧢍	㡀攵見	BuKdCv		CJK-B	bkcv
𧢎	木乂②木見	IeOqKzIeCv		CJK-B	iokc
𧢏	止厂土②見	PeGjGmKzCv		CJK-B	pggc
𧢐	丷囗⺌日見	NwXvDuRhCv	zēng	CJK-B	nxdc
𧢑	見門日	CvQgRh		CJK-B	cqrh
𧢒	微几見	KvIdCv	wéi_wěi	CJK-B	kicv
𧢓	微几見	KvIdCv		CJK-B	kicv
𧢔	木冂貝見	IeKrZhCv		CJK-B	ikzc
𧢕	⺊冖目見	UrEiHfXnCv		CJK-B	uehc
𧢖	龷弓小見	DnJeHjDuCv	jiān	CJK-B	djhc
𧢗	一見	EhYaSjCv		CJK-B	eysc
𧢘	宀貝見	EiOcZhCv		CJK-B	eozc
𧢙	見⺻灬皿	CvZkLcDo		CJK-B	czld
𧢚	廿口人丷土見	DnBlJsNwGmCv		CJK-B	dbjc
𧢛	目几目几目几	XnIdXnIdXnId	yīng	CJK-B	xixi
𧢜	木乂②木大見	IeOqKzIeVuCv	fán	CJK-B	iokc
𧢝	厂⺿田禸見	GjDyJaXiCv	lì	CJK-B	gdjc
𧢞	户⺝見②	AiXtCvKz	qiān	CJK-B	axck
𧢟	齒見	EpCv		CJK-B	ecvp
𧢠	見山隹攵	CvWrOdKd		CJK-B	cwok
𧢡	見微王	CvKvAh		CJK-B	ckah
𧢢	侖𠱠見	TiHeCv	yào	CJK-B	thcv
𧢣	木乂②木又㐄見	IeOqKzIeBjDjCv		CJK-B	iokc
𧢤	見艹微几	CvDyKvId		CJK-B	cdki
𧢥	𠱠見	PjHeCv		CJK-B	phcv
𧢦	𠂤止冖巾見	RoPeRkEiZyCv	kuī_kuí_guì	CJK-B	rprc
𧢧	山隹冂八口見	WrOdKrIsBlCv	wéi	CJK-B	wokc
𧢨	囟乂一火見	VmUfOqYaLcCv		CJK-B	vuoc
𧢩	目②隹見	XnKzOdCv	què	CJK-B	xkoc
𧢪	丷日小頁見	NwRhDuTjCv		CJK-B	nrdc
𧢫	𠂤止彐冖巾見	RoPeRkEiZyCv		CJK-B	rprc
𧢬	土③一儿見②	GmHtYaInCvKz	xiǎo	CJK-B	ghyc
𧢭	目②隹又見	XnKzOdBjCv	què	CJK-B	xkoc
𧢮	一冂人一冂人鹿見	YaKrJsYaKrJsBiCv		CJK-B	ykjc
𧢯	艹吅隹羽习見	DyWhOdKwKmCv		CJK-B	dwoc
𧢰	艹吅隹𦏲見	DyWhOdKwKmCv	hū	CJK-B	dwoc
𧢱	𠱠工人②乂②冖見	PjHeHxJsKzVmOqKzEiCv		CJK-B	phhc
𧢲	⺈冂人②	HjKrJsKz		CJK-B	hkjk
𧢳	⺈用乚	HjOsLf		CJK-B	holf
𧢴	⺈用丁	HjOsIx		CJK-B	hoix
𧢵	⺈用丂	HjOsEl	duō	CJK-B	hoel
𧢶	⺈用	HjOsSk	chù	CJK-B	hosk
𧢷	⺈用又丶	HjOsBjHc		CJK-B	hobh
𧢸	⺈用工	HjOsHx		CJK-B	hohx
𧢹	⺈用巾	HjOsZy	shēn_jīn	CJK-B	hozy
𧢺	⺈用弓	HjOsJe		CJK-B	hoje
𧢻	⺈用牛	HjOsZf		CJK-B	hozf
𧢼	爿⺈用	VhHjOs	zhuó	CJK-B	vhos
𧢽	⺈用亻	HjOsTnSk	é	CJK-B	hots
𧢾	⺈用旡	HjOsIv	jì	CJK-B	hoiv
𧢿	⺈用一巾	HjOsYaZy		CJK-B	hoyz
𧣀	⺈用攴	HjOsSy		CJK-B	hosy
𧣁	⺈用冖	HjOsEiIn	tán	CJK-B	hoei
𧣂	⺈用厂⺋	HjOsGjPa		CJK-B	hogp
𧣃	⺈用巴	HjOsGi	pā	CJK-B	hogi
𧣄	⺈用支	HjOsSy		CJK-B	hosy
𧣅	匕②⺈用	SkKzHjOs		CJK-B	skho
𧣆	止⺈用	PeHjOs		CJK-B	phos
𧣇	⺈用殳	HjOsFo		CJK-B	hofo
𧣈	⺈用牛	HjOsZf		CJK-B	hozf
𧣉	片⺈用	LvHjOs		CJK-B	lhos
𧣊	⺈用斤	HjOsXu		CJK-B	hoxu
𧣋	⺈用人	HjOsJsFj	jiè	CJK-B	hojf
𧣌	火⺈用	LcHjOs	qiào	CJK-B	lhos
𧣍	⺈用冖几	HjOsEiId		CJK-B	hoei
𧣎	⺈用一幺	HjOsYaNf		CJK-B	hoyn
𧣏	⺈用勹二	HjOsJwNp		CJK-B	hojn
𧣐	⺈用牙	HjOsMs		CJK-B	homs
𧣑	⺈用甘	HjOsWn	qián	CJK-B	hown
𧣒	⺈用匚コ	HjOsAoAo	jù	CJK-B	hoaa
𧣓	⺈用丶王	HjOsHcAh		CJK-B	hoha
𧣔	⺈用石	HjOsNe		CJK-B	hone
𧣕	⺈用囗人	HjOsXvJs	qiú	CJK-B	hoxj
𧣖	⺈用宀匕	HjOsEiSk	tuó	CJK-B	hoes
𧣗	⺈用古	HjOsYs		CJK-B	hoys
𧣘	⺈用𪩲	HjOsWp		CJK-B	howp
𧣙	⺈用亠幺	HjOsFcNf		CJK-B	hofn
𧣚	⺈用弓冫	HjOsJeQu	nuò	CJK-B	hojq
𧣛	⺈用四	HjOsPg	sì	CJK-B	hopg
𧣜	⺈用一	HjOsXuYa		CJK-B	hoxy
𧣝	⺈用乍	HjOsMf		CJK-B	homf
𧣞	⺈用且	HjOsKx		CJK-B	hokx
𧣟	⺈用𠂉也	HjOsSfOi	yí	CJK-B	hoso
𧣠	⺈用一止	HjOsYaPe		CJK-B	hoyp
𧣡	夕②⺈用	PfKzHjOs	gǔ	CJK-B	pkho
𧣢	⺈用艮	HjOsQp	hùn	CJK-B	hoqp
𧣣	⺈用夕②	HjOsPfKz	pá	CJK-B	hopk
𧣤	⺈用日匕	HjOsRhSk	zī	CJK-B	hors
𧣥	⺈用厶儿	HjOsIsQjIn		CJK-B	hoii
𧣦	⺈用六乂	HjOsSuOq	jiāo	CJK-B	hoso
𧣧	⺈用大弓	HjOsVuJe		CJK-B	hovj
𧣨	⺈用辰	HjOsUe		CJK-B	houe
𧣩	⺈用㐅𠂇巾	HjOsOqLuZy	xǐ	CJK-B	hooz
𧣪	⺈用⺌⺼	HjOsDuXt	shǎo_shào	CJK-B	hodx
𧣫	⺈用足	HjOsJx		CJK-B	hojx
𧣬	⺈用冖且	HjOsEiKx	yí	CJK-B	hoek
𧣭	⺈用豸	HjOsSg	zhì	CJK-B	hosg
𧣮	⺈用酉	HjOsQy		CJK-B	hoqy
𧣯	扌斤⺈用	UgXuHjOs		CJK-B	uxho
𧣰	⺈用一冂巳一	HjOsYaKrDpYa		CJK-B	hoyy
𧣱	⺈用戈幺	HjOsCuNf		CJK-B	hocn
𧣲	⺈用一日	HjOsYaRhOq		CJK-B	hoyo
𧣳	⺈用谷	HjOsHf		CJK-B	hohf
𧣴	⺈用戈②	HjOsCuKz		CJK-B	hock
𧣵	⺈用侖	HjOsTi	lùn	CJK-B	hoti
𧣶	⺈用一儿	HjOsKrYaIn		CJK-B	hoki
𧣷	⺈用⺆土口	HjOsKrGmBl	zhōu	CJK-B	hokb
𧣸	⺈用又④	HjOsBjUt	jué	CJK-B	hobu
𧣹	⺈用火②	HjOsLcKz	tán	CJK-B	holk
𧣺	⺈用⺊早	HjOsUrIr	nuò_chuò	CJK-B	houi
𧣻	⺈用尸古	HjOsOcYs	jù	CJK-B	hooy
𧣼	⺈用戈口㇀	HjOsCuBlJt	hú	CJK-B	hocj
𧣽	⺈用隹	HjOsOd		CJK-B	hood
𧣾	⺈用虎	HjOsGp	zhì	CJK-B	hogp
𧣿	⺈用立	HjOsOwEn		CJK-B	hooe
𧤀	⺈用小	HjOsIhDu		CJK-B	hoid
𧤁	⺈用土八夊	HjOsGmIsKe		CJK-B	hogk
𧤂	土八夊⺈用	GmIsKeHjOs		CJK-B	giko
𧤃	⺈用田丌	HjOsJaDy	bī	CJK-B	hojd
𧤄	⺈用入②丨一儿	HjOsFnKzWfYaIn		CJK-B	hofi
𧤅	戈口㇀⺈用	CuBlJtHjOs		CJK-B	cbjo
𧤆	⺈用弓小	HjOsJeHjDu		CJK-B	hojd
𧤇	⺈用木	HjOsOgIe		CJK-B	hooi
𧤈	⺈用廿木	HjOsDnIe		CJK-B	hodi
𧤉	⺈用口乚⺝	HjOsBlLfXt		CJK-B	hobx
𧤊	牛巾刂⺈用	ZfZyFjHjOs		CJK-B	zzfo
𧤋	⺈用幺②廾	HjOsNfKzDy		CJK-B	hond
𧤌	⺈用大夕②	HjOsVuPfKz		CJK-B	hovp
𧤍	⺈用冖巾	HjOsOwEiZy	chì_tì	CJK-B	hooz
𧤎	⺈用宀一日一	HjOsEiYaRhYa	xuān	CJK-B	hoey
𧤏	⺈用口耳	HjOsBlWi	jí	CJK-B	hobw
𧤐	⺈用冎口	HjOsCwBl	guǎ	CJK-B	hocb
𧤑	臼大⺈用	VmVuHjOs	jú	CJK-B	vvho
𧤒	⺈用革	HjOsPc	wò	CJK-B	hopc
𧤓	⺈用𠂇工⺼	HjOsLuHxXt	tuó	CJK-B	holx
𧤔	⺈用癶殳	HjOsIsFo		CJK-B	hoif
𧤕	⺈用丷酉	HjOsNwQy	qiú	CJK-B	honq
𧤖	⺈用田一	HjOsJaYaPs	wēi	CJK-B	hojp
𧤗	⺈用山而	HjOsWrFh	duān	CJK-B	howf
𧤘	日⺈用	RhKqHjOs		CJK-B	rkho
𧤙	禾火⺈用	SvLcHjOs	shòu	CJK-B	slho
𧤚	⺈用亠日小	HjOsFcRhDu		CJK-B	hofd
𧤛	⺈用㇏禾	HjOsFdHcSv	zhěn	CJK-B	hofs
𧤜	⺈用鬲	HjOsDm	nè_lì	CJK-B	hodm
𧤝	⺈用卯田	HjOsEhJa		CJK-B	hoej
𧤞	⺈用冖方	HjOsOwEiNs		CJK-B	hoon
𧤟	⺈用气米	HjOsJiEu	xì	CJK-B	hoje
𧤠	⺈用夕㐄木	HjOsPfDjIe	zhé	CJK-B	hopi
𧤡	⺈用至攵	HjOsEvKd	zhì	CJK-B	hoek
𧤢	⺈用⺈用乃	HjOsHjOsCi		CJK-B	hohc
𧤣	⺈用⺿早	HjOsDyIr	ná	CJK-B	hodi
𧤤	⺈用隹乃	HjOsOdCi		CJK-B	hooc
𧤥	⺈用虍文	HjOsGpKg		CJK-B	hogk
𧤦	⺈用𠂇口冂口	HjOsLuBlKrBl		CJK-B	holb
𧤧	⺈用虍殳	HjOsGpFo		CJK-B	hogf
𧤨	⺈用日宀女	HjOsRhEiWu	jiān	CJK-B	horw
𧤩	⺈用罒水	HjOsPgYq		CJK-B	hopy
𧤪	⺈用隹乃	HjOsOdCi		CJK-B	hooc
𧤫	⺈用⺁虍人	HjOsGjGpJs		CJK-B	hogj
𧤬	⺈用丿巳而	HjOsJtDpFh		CJK-B	hojf
𧤭	巴⺈用刀牛	GiHjOsFjZf		CJK-B	ghoz
𧤮	⺈用𠂇口𠂇口	HjOsLuBlLuBl	yáo	CJK-B	holb
𧤯	⺈用囗戈口㇀	HjOsXvCuBlJt	guó_yuè	CJK-B	hoxj
𧤰	⺈用豆斗	HjOsHwPv		CJK-B	hohp
𧤱	⺈用⺿辛	HjOsDyJr		CJK-B	hodj
𧤲	⺈用豕灬	HjOsTuLc	dǐ	CJK-B	hotl
𧤳	⺈用一女丿	HjOsYaZkWuSrJt		CJK-B	hoyj
𧤴	士殳⺈用	GhOcFoHjOs	huò	CJK-B	gofo
𧤵	⺈用臣又土	HjOsSpBjGm	jīng	CJK-B	hosg
𧤶	⺈用豕心	HjOsTuQm		CJK-B	hotq
𧤷	⺈用爫豕	HjOsPuTu		CJK-B	hopt
𧤸	⺈用囟乂八夊	HjOsUfOqIsKe		CJK-B	houk
𧤹	扌隹⺈用	UgOdHjOs		CJK-B	uoho
𧤺	⺈用大耂日	HjOsVuMoRh		CJK-B	hovr
𧤻	⺈用艹一艹	HjOsDyYaDyEn		CJK-B	hode
𧤼	⺈用厂䒑欠	HjOsGjNwAmLs	jué	CJK-B	hogl
𧤽	⺈用門月	HjOsQgXt	yuè_jiàn	CJK-B	hoqx
𧤾	⺈用予𰃦八口	HjOsWjUfIsBl		CJK-B	howb
𧤿	⺈用山未攴	HjOsWrGoSy		CJK-B	hows
𧥀	口一戈口㇀⺈用	BlYaCuBlJtHjOs		CJK-B	byco
𧥁	⺈用刀牛向	HjOsFjZfUf		CJK-B	hofu
𧥂	⺈用羽人⺗	HjOsKwJsCy		CJK-B	hokc
𧥃	⺈用阝丷豕	HjOsPrNwTu		CJK-B	hopt
𧥄	⺈用口耳戈	HjOsBlWiCu	jí	CJK-B	hobc
𧥅	⺈用山隹乃	HjOsWrOdCi		CJK-B	howc
𧥆	士冖一⺈用束	GhEiYaHjOsFy	sù	CJK-B	geyf
𧥇	⺈用山鬼	HjOsWrTp		CJK-B	howt
𧥈	⺈用臣𠂉一皿	HjOsSpSfYaDo	jiān	CJK-B	hosd
𧥉	⺈用豕	HjOsIhTu		CJK-B	hoit
𧥊	⺈用罒欠	HjOsPgYqLs	kūn	CJK-B	hopl
𧥋	⺈用羽隹	HjOsKwOd	wò	CJK-B	hoko
𧥌	⺈用广黃	HjOsHbBy	kuàng	CJK-B	hohb
𧥍	⺈用灬	HjOsBiLc	biāo	CJK-B	hobl
𧥎	⺈用⺈人目攴	HjOsHjKrJsXnSy	jué	CJK-B	hohs
𧥏	⺈用隹冂八口	HjOsOdKrIsBl		CJK-B	hoob
𧥐	⺈用⺷	HjOsMkHg		CJK-B	homh
𧥑	戈口㇀戈口㇀⺈用	CuBlJtCuBlJtHjOs	bì	CJK-B	cbjo
𧥒	⺈用兔②	HjOsLbKz		CJK-B	holk
𧥓	⺈用匕②兔	HjOsLbSkKzLb	chán	CJK-B	holl
𧥔	巴⺈用罒勹虫	GiHjOsPgJwHr		CJK-B	ghoh
𧥕	⺈用匕黾	HjOsPeSkVi	zī	CJK-B	hopv
𧥖	⺈用一一	HjOsYaXtYaXtBi	lí_shǐ	CJK-B	hoyb
𧥗	⺈用一冂人一冂人鹿	HjOsYaKrJsYaKrJsBi		CJK-B	hoyb
𧥘	⺈用隹罒勹虫	HjOsOdPgJwHr		CJK-B	hooh
𧥙	戊一口戊一口⺈用攴	VwYaBlVwYaBlHjOsSy		CJK-B	vybs
𧥚	戊一口戊一口攴⺈用	VwYaBlVwYaBlSyHjOs	fó	CJK-B	vybo
𧥛	𧥛	Om	qiǎn	CJK-B	ommm
𧥜	𧥜	Om	yǎn	CJK-B	ommm
𧥝	㇆言	LfOm		CJK-B	lomf
𧥞	言丨	OmWf	tàn	CJK-B	owfm
𧥟	言㇆	OmLf	mò	CJK-B	olfm
𧥠	九言	SmOm		CJK-B	somm
𧥡	言廴	OmNa		CJK-B	onam
𧥢	大言	VuOm		CJK-B	vomu
𧥣	言口	OmBl	kòu	CJK-B	oblm
𧥤	言尸	OmOc	xī_xiē	CJK-B	oocm
𧥥	巛言	ZiOm		CJK-B	zomi
𧥦	言二ㄅ	OmNpLf		CJK-B	onlf
𧥧	夕言	PfOm		CJK-B	pomf
𧥨	言十㇗	OmSrLf		CJK-B	oslf
𧥩	言尢	OmOr		CJK-B	oorm
𧥪	言㐄	OmDj		CJK-B	odjm
𧥫	言丿七	OmJtMd		CJK-B	ojmd
𧥬	言丿几	OmJtId		CJK-B	ojid
𧥭	言一九	OmYaSm		CJK-B	oysm
𧥮	言一彑	OmYaUa	hù_dǐ	CJK-B	oyua
𧥯	言牙丶	OmMsHc	hù	CJK-B	omhc
𧥰	言亻乃	OmTnCi		CJK-B	otci
𧥱	言夫	OmZo	fú	CJK-B	ozom
𧥲	勹言	JwWyOm		CJK-B	jwom
𧥳	言屮一	OmAmYa		CJK-B	oaya
𧥴	言卩	OmKyPa	yàng	CJK-B	okpa
𧥵	言日	OmRh	guò	CJK-B	orhm
𧥶	言王	OmAh		CJK-B	oahm
𧥷	言气	OmJi	rén	CJK-B	ojim
𧥸	言牛	OmZf	yìn	CJK-B	ozfm
𧥹	言	OmFd	fēng	CJK-B	ofdm
𧥺	言勹二	OmJwNp	jùn_yùn	CJK-B	ojnp
𧥻	勹二言	JwNpOm		CJK-B	jnom
𧥼	言云	OmOg	yún	CJK-B	oogm
𧥽	六言	SuOm		CJK-B	somu
𧥾	言戈	OmCu		CJK-B	ocum
𧥿	水言	YqOm	xùn	CJK-B	yomq
𧦀	言又②	OmBjKz		CJK-B	obkj
𧦁	言人②	OmJsKz	xì	CJK-B	ojks
𧦂	言ㄅ大	OmLfVu		CJK-B	olvu
𧦃	言予	OmWj		CJK-B	owjm
𧦄	言氏	OmRi		CJK-B	orim
𧦅	言匸㐅	OmAoOq		CJK-B	oaoq
𧦆	言又凵	OmBjKr		CJK-B	obkr
𧦇	言	XtOm		CJK-B	xomt
𧦈	言戶	OmAi		CJK-B	oaim
𧦉	言一⺊ㄅ	OmYaUrLf		CJK-B	oyul
𧦊	日言	RhOm		CJK-B	romh
𧦋	言水	OmYq		CJK-B	oyqm
𧦌	言手	OmEn		CJK-B	oenm
𧦍	言勹	OmJwWy		CJK-B	ojwy
𧦎	言丿口	OmJtBl	xiā	CJK-B	ojbl
𧦏	言一冂乚	OmYaKrLf		CJK-B	oykl
𧦐	言爪	OmPu		CJK-B	opum
𧦑	言亠几	OmFcId	háng	CJK-B	ofid
𧦒	言弓一	OmJeYa		CJK-B	ojya
𧦓	言片	OmLv		CJK-B	olvm
𧦔	几言十	IdOmSr		CJK-B	iosr
𧦕	言十几	OmSrId		CJK-B	osid
𧦖	言丿	OmJtAm		CJK-B	ojam
𧦗	月言	XtOm		CJK-B	xomt
𧦘	言冂又	OmKrBj		CJK-B	okbj
𧦙	又凵言	BjKrOm		CJK-B	bkom
𧦚	言一幺	OmYaNf	hù_dǐ	CJK-B	oynf
𧦛	言勹又	OmJwBj		CJK-B	ojbj
𧦜	言人小	OmJsDu		CJK-B	ojdu
𧦝	言丿丷	OmJtNwSr	hū_hào	CJK-B	ojns
𧦞	言𠂇巾	OmLuZy	pù	CJK-B	olzy
𧦟	言丿之	OmJtCj	fān	CJK-B	ojcj
𧦠	言厂⺋	OmGjPa		CJK-B	ogpa
𧦡	言厂干	OmGjDk		CJK-B	ogdk
𧦢	言口丂	OmBlEl		CJK-B	obel
𧦣	言亠女	OmFcWu		CJK-B	ofwu
𧦤	言力口	OmVnBl	jiā	CJK-B	ovbl
𧦥	母言	UaOm		CJK-B	uoma
𧦦	言冂土	OmKrGm		CJK-B	okgm
𧦧	言𠂉也	OmSfOi	yí_tuō	CJK-B	osoi
𧦨	言夕卜	OmPfUr		CJK-B	opur
𧦩	言匚也	OmAoOi		CJK-B	oaoi
𧦪	工力言	HxVnOm		CJK-B	hvom
𧦫	言㠯	OmRo		CJK-B	orom
𧦬	工几言	HxIdOm		CJK-B	hiom
𧦭	言亻也	OmTnOi	tuō_xī	CJK-B	otoi
𧦮	言弓丶	OmJeHc	ná	CJK-B	ojhc
𧦯	言一勹	OmYaJwWy		CJK-B	oyjw
𧦰	言立	OmOw		CJK-B	oowm
𧦱	言	QfOm		CJK-B	qomf
𧦲	力口言	VnBlOm		CJK-B	vbom
𧦳	言石	OmNe		CJK-B	onem
𧦴	癶言	IsOm		CJK-B	ioms
𧦵	言田	OmJa		CJK-B	ojam
𧦶	言丿一口	OmJtYaBl		CJK-B	ojyb
𧦷	言勹乂㇗	OmJwOqLf		CJK-B	ojol
𧦸	干冂言	DkKrOm	yín	CJK-B	dkom
𧦹	言木一	OmIeYa	yìn	CJK-B	oiya
𧦺	言一	OmXuYa		CJK-B	oxya
𧦻	言丿八丂	OmJtIsEl		CJK-B	ojie
𧦼	言瓜	OmXj		CJK-B	oxjm
𧦽	言小	OmHjDu		CJK-B	ohdu
𧦾	言又	OmDjBj		CJK-B	odbj
𧦿	言一冂人	OmYaKrJs		CJK-B	oykj
𧧀	言瓦	OmLx		CJK-B	olxm
𧧁	夕⺋言	PfPaOm		CJK-B	ppom
𧧂	言𠂉小	OmSfDu		CJK-B	osdu
𧧃	言	SpOm	jì	CJK-B	somp
𧧄	言亡女	OmGfWu	wàng	CJK-B	ogwu
𧧅	言一口	OmYaBlOq	shì_jiàn	CJK-B	oybo
𧧆	言𠂤	OmRo	duī	CJK-B	orom
𧧇	言乃木	OmCiIe	duò	CJK-B	ocie
𧧈	言糸	OmFu		CJK-B	ofum
𧧉	言广丿七	OmHbJtMd	tuó	CJK-B	ohjm
𧧊	言⺁一巳	OmGjYaDp	wā	CJK-B	ogyd
𧧋	言歹刂	OmLwFj	lì	CJK-B	olfj
𧧌	言⺊一小	OmUrYaDu		CJK-B	ouyd
𧧍	言西	OmAg		CJK-B	oagm
𧧎	言⺊二卜	OmUrNpUr		CJK-B	ounu
𧧏	女口言	WuBlOm	rè_rě	CJK-B	wbom
𧧐	言戊一	OmVwYa		CJK-B	ovya
𧧑	厂言	OwGjOm		CJK-B	ogom
𧧒	言木冂	OmIeKr	cì	CJK-B	oikr
𧧓	言丿皿	OmJtDo	xù	CJK-B	ojdo
𧧔	言舟	OmOv	zhōu	CJK-B	oovm
𧧕	言宀子	OmEiDx	zì	CJK-B	oedx
𧧖	言臼	OmVm		CJK-B	ovmm
𧧗	言㐅凵儿	OmOqKrIn		CJK-B	ooki
𧧘	言刀巴	OmFjGi		CJK-B	ofgi
𧧙	言又	XtOmBj		CJK-B	xobj
𧧚	言冊	OmNd		CJK-B	ondm
𧧛	言冂二②	OmKrNpKz		CJK-B	oknk
𧧜	言冂乂②	OmKrOqKz	wǎng	CJK-B	okok
𧧝	言厂牙	OmGjMs	yǎ	CJK-B	ogms
𧧞	爫言又	PuOmBj		CJK-B	pobj
𧧟	言十戈	OmSrCu	jì	CJK-B	oscu
𧧠	言彐②	OmRkKz	chǎo	CJK-B	orkk
𧧡	言厶	OmHfQj		CJK-B	ohqj
𧧢	言亡	OmGfZi		CJK-B	ogzi
𧧣	言亠㐅凵	OmFcOqKr		CJK-B	ofok
𧧤	言䒑大	OmNwVu		CJK-B	onvu
𧧥	言曲	OmCm		CJK-B	ocmm
𧧦	言向	OmUf		CJK-B	oufm
𧧧	冂乂②言	KrOqKzOm		CJK-B	koko
𧧨	言几木	OmIdIe		CJK-B	oiie
𧧩	言亠	OmFcLc	jí	CJK-B	oflc
𧧪	言聿	OmZk		CJK-B	ozkm
𧧫	言尸工	OmOcHx		CJK-B	oohx
𧧬	十戈言	SrCuOm		CJK-B	scom
𧧭	言夂㐄	OmKeDj		CJK-B	okdj
𧧮	言亡巛	OmGfZi		CJK-B	ogzi
𧧯	言光	OmNg		CJK-B	ongm
𧧰	言臣	OmSp		CJK-B	ospm
𧧱	言山	OmRkWr		CJK-B	orwr
𧧲	言丿土儿	OmJtGmIn		CJK-B	ojgi
𧧳	言大㐄	OmVuDj		CJK-B	ovdj
𧧴	言亾心	OmGfQm		CJK-B	ogqm
𧧵	言大入②	OmVuFnKz	shǎn	CJK-B	ovfk
𧧶	言人	OmJsSv	tú	CJK-B	ojsv
𧧷	言一氺丶	OmYaYqHc		CJK-B	oyyh
𧧸	言口刀刂	OmBlFjFj	bié	CJK-B	obff
𧧹	亻口八言	TnBlIsOm	xì	CJK-B	tbio
𧧺	言匕②土	OmSkKzGm	pī	CJK-B	oskg
𧧻	言亻乍	OmTnMf	zhà	CJK-B	otmf
𧧼	言宀夕一	OmEiPfYa		CJK-B	oepy
𧧽	言夂丰	OmKeFd		CJK-B	okfd
𧧾	言貝	OmZh	huì	CJK-B	ozhm
𧧿	乂②子言	OqKzDxOm		CJK-B	okdo
𧨀	言人②土	OmJsKzGm	suō_zuò	CJK-B	ojkg
𧨁	羊言	MkOm		CJK-B	momk
𧨂	言亻可	OmTnPw	hè	CJK-B	otpw
𧨃	言土	OmGmLc		CJK-B	oglc
𧨄	言艹二ㄅ	OmDyNpLf	yuē	CJK-B	odnl
𧨅	⺿土言	DyGmOm		CJK-B	dgom
𧨆	言	OmOgZi	wū_huǎng	CJK-B	oozi
𧨇	言尸木	OmOcIe		CJK-B	ooie
𧨈	工人②言	HxJsKzOm	líng_wū	CJK-B	hjko
𧨉	言亡丿土	OmGfJtGm		CJK-B	ogjg
𧨊	言厂乍	OmGjMf	zhà	CJK-B	ogmf
𧨋	言冂一止	OmKrYaPe	huá	CJK-B	okyp
𧨌	言大②一	OmVuKzYa		CJK-B	ovky
𧨍	亻口八言	TnBlIsOm		CJK-B	tbio
𧨎	言宀二儿	OmEiNpIn		CJK-B	oeni
𧨏	言冖且	OmEiKx		CJK-B	oekx
𧨐	言文女	OmKgWu		CJK-B	okwu
𧨑	言了	OmIhDf		CJK-B	oidf
𧨒	言一日	OmYaRhOq		CJK-B	oyro
𧨓	言日廴	OmRhNa		CJK-B	orna
𧨔	言⺿亡	OmDyGf		CJK-B	odgf
𧨕	言	OmLbIn		CJK-B	olin
𧨖	言⺈用	OmHjOs		CJK-B	ohos
𧨗	言干火	OmDkLc	chán	CJK-B	odlc
𧨘	言一廾彡	OmYaDyWy		CJK-B	oydw
𧨙	言乚土②	OmLfGmKz		CJK-B	olgk
𧨚	言日土	OmRhGm		CJK-B	orgm
𧨛	言目	OmXnSk		CJK-B	oxsk
𧨜	言厶⺼	OmQjXt		CJK-B	oqxt
𧨝	言冂八口	OmKrIsBl		CJK-B	okib
